    Vardas             Pavarde     ND1     ND2     ND3     ND4     ND5     ND6     ND7     ND8     ND9    ND10    ND11    ND12    ND13    ND14    ND15    Egz.
 Vardas302          Pavarde302       3       6       1       3       7       3       1       1       3      10       4       4       6       2       4       8
 Vardas303          Pavarde303       3      10       3      10       7       9       2      10       3       6       6       5       7      10       3       7
 Vardas304          Pavarde304      10       7       1      10       6       5       2       9       7       9       3       5      10      10       4       6
 Vardas305          Pavarde305       6       2      10       9       1       1       4       3      10       9       9       9       8       4       7      10
 Vardas306          Pavarde306       3       1       6       7       7       5       6       7       2       4       4       3       7       6       2       6
 Vardas307          Pavarde307       3       4       2       7       1       5       1       1       4       2       2       9       7       1       5       2
 Vardas308          Pavarde308       2       8       7       7       7       6       5       2       5       3       6       1       1       6       4       7
 Vardas309          Pavarde309       4       2       3       1       9      10       8       3       2       9       1       5       6      10       6       6
 Vardas310          Pavarde310       3       4       9       7       6       8       4      10       2       6       6       4      10       3       2       7
 Vardas311          Pavarde311       8       8       1       9       1       6       7       9       1       8       4      10       1       9       1       7
 Vardas312          Pavarde312       3       7       8       2       1       7       2       4       3       1       8      10       3       7       1       7
 Vardas313          Pavarde313       7       6       9       8       9       9       1       7       5       4       4       4       6       9       5       3
 Vardas314          Pavarde314       9       5       8       3       9       8       5       5       7      10       6       7       5       9       4       4
 Vardas315          Pavarde315       6      10       9       2       5      10       2       5       8       5       4       1       7       2       3       5
 Vardas316          Pavarde316       4       4       3       5       8       8       5       9       6       8       5       2      10      10       9       1
 Vardas317          Pavarde317       6       3       5       8       5       4       8      10       2       7       6       7       2       2       1       5
 Vardas318          Pavarde318      10       5      10       9       4       5       7       5       8       7       1       3       7       2       8       7
 Vardas319          Pavarde319       5       7       8       6       4       9       6       7      10       9       4       8       9       1       1       6
 Vardas320          Pavarde320       9       4       3       7       8       2       5       1       9       7      10       1       7       7       1       7
 Vardas321          Pavarde321      10       8       3       4       3       4       8       1       2       3      10       9       6       9       5       8
 Vardas322          Pavarde322       1       3      10       4       5       7       3       8      10       4      10       7       6      10       5       8
 Vardas323          Pavarde323       6       2       4       6       3       9       4       5      10       1       9       7       5       3      10      10
 Vardas324          Pavarde324       4       6       4       2       2       8       7       6       4       8       2       8       1       6       8       2
 Vardas325          Pavarde325       4       1       3       1      10       4       9       3       9       1       2       5       8       8       1       3
 Vardas326          Pavarde326      10       7       5       1       4       5       8       2       5       9       7       1       9       7       4       6
 Vardas327          Pavarde327       2       3       5       3       4       3       9       5       2       9      10       5       9       2       8       5
 Vardas328          Pavarde328       5       2       6       2       7       8       6       9      10       9       9       5       6       8      10       7
 Vardas329          Pavarde329       2      10       6       2       2       4       2       4       1       4      10       2      10       4       1       1
 Vardas330          Pavarde330       9       9       9       6       3       3       5       6       4       6      10       1       4       1       5       2
 Vardas331          Pavarde331       7       6       8       8       1       9       7      10      10       1       4       5       6      10       6       7
 Vardas332          Pavarde332      10       7       8       7       3       2       9       6       7       2       2       1       6      10       3       8
 Vardas333          Pavarde333      10       6       1       6       6       9       8      10       2      10      10       9       4       4       2       8
 Vardas334          Pavarde334       5       6       2       5       4       4       8       3      10       8       6       2       9       9       6       6
 Vardas335          Pavarde335       3       4       4       2       5      10       4       3       6       8       9       3       5       6       5      10
 Vardas336          Pavarde336       1       8       9       9       1       3       7      10       7      10      10       1      10       2       8       5
 Vardas337          Pavarde337       5       1       8       2       5       7       1       8       3       5       4       9       1       2       7       4
 Vardas338          Pavarde338       3       9       8       9      10       2       3       7       5      10       4       7       2       7       1       2
 Vardas339          Pavarde339       3       6       5      10       5       1       7       8       6       9       3       4       6       4       9       5
 Vardas340          Pavarde340       7       3       7       4       9      10       1       8       7       8      10       5       9       2       7       3
 Vardas341          Pavarde341       1       9       7       1       5       6       5       3       1       6      10       6       3       3       6       2
 Vardas342          Pavarde342       9       8       4       5       2       1       1      10       3      10       8      10       9       2       4       5
 Vardas343          Pavarde343       2       6       4       3       8       6       9       2      10      10       6       3       9       5       4       6
 Vardas344          Pavarde344       4      10      10       5       9       7       1       2      10       8       7       5       1       3       2       2
 Vardas345          Pavarde345       7       8       9       3       4       3      10       1       4       7       3       2      10       3       5       9
 Vardas346          Pavarde346       5       1       7       7       2       5       8       3       5       4       4       5      10       1       9       2
 Vardas347          Pavarde347      10       1       6       5       1       1       6       3       6       4       3       6       3       6       4       4
 Vardas348          Pavarde348       7       3       1       2       8      10       2       2       2       1       6      10       8      10       9      10
 Vardas349          Pavarde349       2       4       3       4       8       5       5      10       7       9       1      10       7       8       7       3
 Vardas350          Pavarde350       1       9       3       5       2       6       1       1       3       3       5       5      10      10       5       7
 Vardas351          Pavarde351       4       5       7       5       7       3       4       9       5       5       7       9       2       5      10       1
 Vardas352          Pavarde352       1       1       4       4       9       8       4       6       5       8       9       6       1       5       4       7
 Vardas353          Pavarde353       8       5       9       9       2       1       5       5       6       3       7       3       1       4       7       4
 Vardas354          Pavarde354       9      10       7      10       7      10       9       4       2       2       2       7       9       7       2       7
 Vardas355          Pavarde355       2       6       7       9       9       2       6       4       4       7       2       4       3      10       3       7
 Vardas356          Pavarde356       6       1      10      10       9       4       7       7      10       7       1       1       1       7       3       9
 Vardas357          Pavarde357       7      10       9       2       1       6      10       2       9       3       8       5       6       5       7       3
 Vardas358          Pavarde358       3       5       7       5       5       8      10       6       1       1       3       1       6       8       6       6
 Vardas359          Pavarde359       2       7       4       3       1       7       2      10       1       5       8       2       9       8       3       6
 Vardas360          Pavarde360       2       1      10       8       8       4       4       4       8      10       8       1       4       2       7       4
 Vardas361          Pavarde361       6       9       2      10       1       9       9      10       8       5       8       6       2       7       1       9
 Vardas362          Pavarde362       9       5       9       6       1       6       4       1       5       4       8       6       5      10       4       2
 Vardas363          Pavarde363       6       7       3       8       6       1       3       9       6       2       2       4       4      10       5       8
 Vardas364          Pavarde364       7       6       7       4       4       6      10       5       5       3       3      10       4       4       1       1
 Vardas365          Pavarde365      10       9       9       4       1       5       4      10       5       6       7       3       4       5       2      10
 Vardas366          Pavarde366       8       3      10       9       6       4       9       7       5       4       2      10       6       8       9       1
 Vardas367          Pavarde367       4       8       5       9       6       9       8      10       8       3       5       6      10      10       4       9
 Vardas368          Pavarde368       2       4       6      10       9       7       9       3       4       3       2       8      10       8       3       8
 Vardas369          Pavarde369       5       9       8       2       2       6       1       4      10       5       6       3       9       5       5       4
 Vardas370          Pavarde370       3       8       5       1       4       1       8       2       4       2       9       5       7       2       5       5
 Vardas371          Pavarde371       2       2       4       2       5       4       8       1       2       8       1       5       2       8       4       6
 Vardas372          Pavarde372       8       3       2       3       2      10       1       7       3       5       7      10       3       9       1       4
 Vardas373          Pavarde373       5       5       9       8       4       5       2       4       4       2       1       4       3       3       2       6
 Vardas374          Pavarde374       2       1       1       7       3       6       6       3       4       2       2       8       4       5       9       2
 Vardas375          Pavarde375       1       8       1       6       8       7       4       8       2       7       2       5       6       5       5       3
 Vardas376          Pavarde376       9       9       8      10       4       3       1       5       4       3       6       2       3       9      10       6
 Vardas377          Pavarde377       9       7       5       5       9       2       7       1       1       1       2       8       5       4       5       1
 Vardas378          Pavarde378       1       9       2       5       8       5       5       8      10       8       4       6       9       8       3       7
 Vardas379          Pavarde379       5       7       1       7       6       5       7       8       2       6       5      10       4       1       1       3
 Vardas380          Pavarde380      10       8       6       3       3       2       6       9       4       2       1       3      10       2       8      10
 Vardas381          Pavarde381       7       6       3      10       8       3       4       6       9       1       1       6       5       5       3       9
 Vardas382          Pavarde382       9       4      10       7       2       1       4       5       1       1       3       3       3       5       5       8
 Vardas383          Pavarde383      10       9       2       3       5      10       6      10       5       8       7      10       2       3       9       6
 Vardas384          Pavarde384       6      10       2       7       8       2       2       2       6       9       6       8       3       5       6       8
 Vardas385          Pavarde385       1       4       6       5       1       5       2       7       1       6       4       1       7       8       5      10
 Vardas386          Pavarde386       1       4       5       4       5       7      10       9       3       4       5       3      10       2       8       5
 Vardas387          Pavarde387       3       6       2       2       7      10       1      10       8       2       8       3      10       2       4       2
 Vardas388          Pavarde388       9       8       9       5       9       2       7       6       8       6       8       3       5       1       5       7
 Vardas389          Pavarde389       1       5       1       6      10       7       5       2       6       6       9       7       2       2       5       3
 Vardas390          Pavarde390       3      10       8       7       9       7       1       1       2       7       9      10       3       8       7       1
 Vardas391          Pavarde391       3      10       2      10       3       6       4       3       7       2       7       1       6       1       4       1
 Vardas392          Pavarde392       5       4       1       9       8       4       8       9      10       1       7       4       2       2       7       6
 Vardas393          Pavarde393       7       3       1      10       5       5       5       6       8       1       9       6       9       9       7       9
 Vardas394          Pavarde394       5       7       2       4       9       7       1       5       9       8      10       8       4       7       6       5
 Vardas395          Pavarde395       8       9       2       3       2       8       4       9       4      10       8       7       3       5       2       5
 Vardas396          Pavarde396       8      10       3       1       3       8       8       7       3       9       4      10      10       4       6       9
 Vardas397          Pavarde397       1      10       3       9       6       5       9       4       8       7       2       1       5       9       4       4
 Vardas398          Pavarde398       2       1       7       1       4       5       7       3       8       6       8       1       7       9       1       9
 Vardas399          Pavarde399       7       7       6       2       2       5       2       6       6       7       3       7       3       3       7       2
 Vardas400          Pavarde400       3       7       6       9       2       7       9      10       8       2       7       5       4       4       3       8
 Vardas401          Pavarde401       2       2       1       8       7      10       4       6       5      10       3       5       6       3       3      10
 Vardas402          Pavarde402       9       8       6       7       8      10       5       8      10       6       5       4       4      10       6       1
 Vardas403          Pavarde403       6       1      10       9       1      10      10       6       3       8       9       4       3       4       3       1
 Vardas404          Pavarde404       5       8       8       4       5       8       4       8       1       8       6       9       9       3       2       2
 Vardas405          Pavarde405       3      10       1       2       5       1       8       2       1       5       7       2       6       2       2       6
 Vardas406          Pavarde406       6       9       7       1       1       3       9       1      10       6       2       9       7       4       7       4
 Vardas407          Pavarde407       3       5      10       6       8       7       4       1       4       3       5       4       6       4       8       8
 Vardas408          Pavarde408       6       5       7       1       5       9       1       4       6       3      10       4       9       5       3       5
 Vardas409          Pavarde409       2       8       6       4       4       8      10       5       8       2      10       2       7       5       9       3
 Vardas410          Pavarde410       8       1       4       7      10      10       7       6       5       4       4       2      10       1       6       1
 Vardas411          Pavarde411       9       7       4       8       8      10       9       7       6       5       8       5       4       1       4      10
 Vardas412          Pavarde412       1       3       4       8       8       4       4       4       3       1      10      10       2       4       2       7
 Vardas413          Pavarde413       9       9       5       3       3       8       6       7       6       4       8      10      10      10       5       5
 Vardas414          Pavarde414       3       6       8       3       9      10       5       5       4       1       9       6       6       4       2       6
 Vardas415          Pavarde415       1       2       3       2       5       9       4       9       9       6       7      10       3       4       2       9
 Vardas416          Pavarde416       5       7       6       8       6       8       6       3       8       6       3       3       1       8       5      10
 Vardas417          Pavarde417       7       6      10      10       5       9       6       9       8       8       4       8       4       3       5       6
 Vardas418          Pavarde418       5       2       2       2       9       2       5       1       2      10       3       6       5       5       5       6
 Vardas419          Pavarde419       6       5       9       6       3       3       9       5       9       2       1       4       8       2       3       1
 Vardas420          Pavarde420       2       7       3       6       6       2       6       4       3       5       9      10       1       7      10       6
 Vardas421          Pavarde421       6       3       6       4       8       7       6      10       1       2      10       1       5      10       3       7
 Vardas422          Pavarde422       5      10       3       5       7       6       6       5       1       1       5       6       4       7       5       5
 Vardas423          Pavarde423       2       2       5       7       3       9       4       5       9       5       5       4       9       1       9       6
 Vardas424          Pavarde424       8       7       3       8       1       8       6       5       9       2      10       5      10       7       6       7
 Vardas425          Pavarde425       5       2       9       3       4       1       6       2       3       2       4       8       1       6       9       3
 Vardas426          Pavarde426       8       8       6       2       4       6       6       1       4      10      10       8       1       6       1       1
 Vardas427          Pavarde427       7       1       3       1       2       4      10       2       4       9       1       4       5       9       1       4
 Vardas428          Pavarde428       3       7       5       8       7       2      10       8       4       4       2       9      10       2       8      10
 Vardas429          Pavarde429       7       8       5       7       3       8       2       7       1       3      10       5       5       8       2       4
 Vardas430          Pavarde430       8       9       2       5       7       6       6       1       2       6       6       9       4       2       4       1
 Vardas431          Pavarde431       9       5       7       8       8      10       7       7       6       2       6       2       7       7       8       1
 Vardas432          Pavarde432       6       2       8       1       7       1       7       9      10       3       8       3      10       7       6       3
 Vardas433          Pavarde433      10       5       7       9      10       7       3       7       5       2       6       2       8       8       1       2
 Vardas434          Pavarde434       5       6      10       3       3       3       5       8       9       8       7       4       1       1       4       6
 Vardas435          Pavarde435       9       1       1       3       1       3       6       4       9       1       6       8       8       9       4       4
 Vardas436          Pavarde436       8       1      10       7       7       3      10       5       6       7       5       9       1       5       4       5
 Vardas437          Pavarde437       6       3       2       3      10       9       5       4       7       7       4       4       2       5      10       4
 Vardas438          Pavarde438       6       7       4       9       9       4       9       3       5      10       6       1       8       5       8       5
 Vardas439          Pavarde439      10       5       1       5       8       8       8       8       8       6       3       3       5       6       7       9
 Vardas440          Pavarde440       5      10       3       2       1       1       9       7       1      10       3       9       1      10       3       3
 Vardas441          Pavarde441       6       8       4       4       9       9      10       6       3       2       5       4       8       1       5       1
 Vardas442          Pavarde442       8       2       5       1       3       9      10       2       7       2       4       1       5       8       8       2
 Vardas443          Pavarde443       6       3       7       7       8       7       1       4       6       7       4       8       1       3       1       5
 Vardas444          Pavarde444      10       4       1      10       5       4      10       6       7       6       1       4       4       9       5       5
 Vardas445          Pavarde445       1       2       9       9       6      10       1       7       7       6       7       4       8       4       7       1
 Vardas446          Pavarde446       3       2       1       6       9       7       7       4       1       5       1       4       7       3       4       5
 Vardas447          Pavarde447       7      10       8       1       9       1       7       3       5       1       6       1       9       2       5       4
 Vardas448          Pavarde448       2       3       7       3       1       6       1       2       2       3      10       6       7       2       3       1
 Vardas449          Pavarde449       9       9      10      10      10       2       1       6       5       3       5       6       4       7       3       4
 Vardas450          Pavarde450       5       4       8       8      10       2       8       1       3      10       3       6       6       6       5       6
 Vardas451          Pavarde451      10       1       6       1      10       9       9      10       1       9       5       7       3       5      10      10
 Vardas452          Pavarde452       7       3       8       3       7       3       4       1       7       4       8       5       3       7      10       8
 Vardas453          Pavarde453       2       2       6       1       3       8       2       8       6       9       6       7       5       1       1       1
 Vardas454          Pavarde454       5       8       5       3       5      10       1       9       7       9       9       8       6       4      10       4
 Vardas455          Pavarde455       8       4       6       7       9       1       2      10       5       7       5       1       9       9       8       5
 Vardas456          Pavarde456       7       4       3       7       2       4       1       8       1       5       5       7      10       7       6       3
 Vardas457          Pavarde457       1       5       7       1       7       2       7       9       2       6       4       4       6       7       9       9
 Vardas458          Pavarde458       4       6       3       8      10       7       2       7       3       6       4       9       6       6       1       2
 Vardas459          Pavarde459       1       4       1       4       4       5      10       5       6       8       1       7       8       3      10       9
 Vardas460          Pavarde460       1       6      10       5       8       2       2       1       4       1       9       6       8       5       7       6
 Vardas461          Pavarde461       6       1       3       1       3       4       3       5       2       2       7       3       7       1       2       8
 Vardas462          Pavarde462       6       5       4       8       5       9       1       2       5       6       6       9       3       6       6       8
 Vardas463          Pavarde463       4       5       9       1       4       4       3       8       2       6       2       1       8       9       7       4
 Vardas464          Pavarde464       7       3       1       2       3       3       2       1       8       6       3       2      10       7       2       5
 Vardas465          Pavarde465       7       3       5       5       9       7       6       3       2       1       8       4       6       7       7       8
 Vardas466          Pavarde466       9       6       1       9       1       6       2       2       4       8       9       4       7       4       7       6
 Vardas467          Pavarde467       9       5       8       4       8       4       2       5       9       5       4       9       8       5       9       3
 Vardas468          Pavarde468       7       8       1       2       8       5       2       4       2       8       4      10       3       5       5       4
 Vardas469          Pavarde469       6       5       2       1       9       4       4      10       8       4       4       6       3       3       4       8
 Vardas470          Pavarde470      10       7       2       7       2       7       4       1       2       6       4       7       5       2      10       3
 Vardas471          Pavarde471      10       9       4      10       2       9       4       1      10      10       8       8       7      10       8       8
 Vardas472          Pavarde472       9       1       1       9       2       3      10       6       5       1       2       6       9       6       6       8
 Vardas473          Pavarde473       3       9       6       2       5       7       5       2       5       2       1       6      10       4       3       9
 Vardas474          Pavarde474       6       8       1       1       1      10       7       2       6       2       4       5       4       1       9       2
 Vardas475          Pavarde475       1       6       8       5       6       7       3       4       2       4      10       1       5       8       4       8
 Vardas476          Pavarde476       1       4       9       5       3       4       3       3       5       9       6       1       8       3       1       2
 Vardas477          Pavarde477       8       7       3       2       3       1      10       3       4       7       3      10       5       7       9       7
 Vardas478          Pavarde478       1      10       8       2       7       6       6       8       1       1       1       7      10       6       1       3
 Vardas479          Pavarde479       2       4       7       1       9       6       7       4       3      10      10       2       8       2      10       9
 Vardas480          Pavarde480       1      10       5       2       4       3       7       7       9       8       6       4       1      10       8       3
 Vardas481          Pavarde481       2       6      10       8       7       2       4       2       4       7       8       6       5       4       3       2
 Vardas482          Pavarde482       7       2       5      10       6       1       6       9       7       4       7       2       3       5       6       7
 Vardas483          Pavarde483       9       5       5       9       8      10       1       2       1       3       5      10       9       7       5       1
 Vardas484          Pavarde484       4       2       6       8       9       9      10       8       7       3      10       7       9       9       5       9
 Vardas485          Pavarde485       8       7      10       3       8      10       3       3       5       1       1       5       6       4       3       7
 Vardas486          Pavarde486       5       2       2       7       6       5       1       1      10       3       3       1       9       1       4       4
 Vardas487          Pavarde487       3       4       5       2       1       6       9       3       9       8       6       9       4       2       1       6
 Vardas488          Pavarde488       4      10       2       2       6       3       9       3       9       8       2       4       8       1       7       2
 Vardas489          Pavarde489       2       5       7      10       6      10       2       5       3       1       7       2       6       7       7       9
 Vardas490          Pavarde490       8       2       2       2       4       4       3       5       7      10       4       9       9       7       6       6
 Vardas491          Pavarde491       8       8      10       3       8       4       6       8       9       6       8       1       5       2       1       6
 Vardas492          Pavarde492       4       9       2      10       7       6       7       6       6       2       6       6       2       3       3       5
 Vardas493          Pavarde493       6      10       7       8       2       1       9       3       4       8       5       5       8       5       4       6
 Vardas494          Pavarde494       6       9       5      10       7      10      10       2       6       2       6      10       8       3       9      10
 Vardas495          Pavarde495      10       7      10       9       8       3       9       3       6       3      10       8       8      10       2       3
 Vardas496          Pavarde496      10       8       5       5       4      10       4       4       5       5       4       1      10       3       1      10
 Vardas497          Pavarde497       3      10       7       8       7       1       2       3       5       5       3       4       3       1       5      10
 Vardas498          Pavarde498       1       6       5       7       1       1       1       9       5       8       7       9       6       9       7       1
 Vardas499          Pavarde499       6       3       1       1       8       8       4       2       3       2       1       8       3       3       8       8
 Vardas500          Pavarde500       4       1       9       9       9       5       6      10      10       7       5       5       4       3       5       2
 Vardas501          Pavarde501       1       4       2       7       1       4       1       9       1      10       7       4       3      10       4      10
 Vardas502          Pavarde502       8       7       1       9       4       4       7       1       2      10       6       6       8       4       7       8
 Vardas503          Pavarde503       3      10       2       4       7       1       3       7       4       9       8       3       8       5       7       3
 Vardas504          Pavarde504       2       8       4       8       9       4      10       2       7       8       9       8       1       2       6       4
 Vardas505          Pavarde505       1       8       4       7       8       1       8       2       8       9       4       6      10       7       3       3
 Vardas506          Pavarde506       6       8       4       3       3       7       7       9       3       4       5       1       5      10       7       2
 Vardas507          Pavarde507       3       2       9       4      10       8       4       3       3       4       9       2       6       8       3       1
 Vardas508          Pavarde508       8       3       7       2       4       6       1       8       2      10       5       2       4       7      10       8
 Vardas509          Pavarde509       6       3       1       8       4       7       1       5       5       9       4       4       5       8       7       1
 Vardas510          Pavarde510       7       4       6       4       7       3       7       8       6       9       7       5       1       7       1       2
 Vardas511          Pavarde511       3       7       2      10       2       6       5       5       4       6       5       5       1       7       7       4
 Vardas512          Pavarde512       8       7       9       9       4       3       7       3       7       1       3       7       3       8       4       6
 Vardas513          Pavarde513       2       6       6       7       6       3       5       6       2       4       2       8       7       9       9       2
 Vardas514          Pavarde514       1       5      10       6      10       4       9       8       8       2       3       5       6       1       8       9
 Vardas515          Pavarde515       7      10       7       8       4       6       4       3       1       4      10       7       6       3       8       2
 Vardas516          Pavarde516       3       3       6       9       8       5       4       1       8       2       1       6       6       7       5       5
 Vardas517          Pavarde517       3       5       6       6       9       1      10       9       3       3       5       5       2       6       3       5
 Vardas518          Pavarde518       5       3       4       9      10       6      10       4       7       1       7       9       6       8       5       7
 Vardas519          Pavarde519       7       5      10       8       2       6       3       6       6       6       8      10       6       2       8       1
 Vardas520          Pavarde520       9       1      10       7       9       5       1       8      10       3       1       1       6       9       1       3
 Vardas521          Pavarde521      10       8       5       4       7       1       6       3       8       3       5       5       9       2       3       1
 Vardas522          Pavarde522       6       6       4       6       6       1       2       4      10       2       7       7       2       6       2       3
 Vardas523          Pavarde523       2      10       3       3       7      10       5       2       3       3       2       2       3       2      10       7
 Vardas524          Pavarde524       1       6       8       5       1       4       1       2       9       5       9       3       2       7       6       9
 Vardas525          Pavarde525       1       5       9       2       1       1       6       3       7       7      10       3      10       6       2      10
 Vardas526          Pavarde526       8       2       6       4       4       3       4       6       8       6      10       8       7      10       1       7
 Vardas527          Pavarde527       5       2       1       4       3       2       7       1       7       9       1       8       5       2       3       6
 Vardas528          Pavarde528       1       8      10       8       9       2       4       1       9       6       9       3       4       7       3       2
 Vardas529          Pavarde529       7       3       3       8       2       8       1       5       4       6       6      10       5      10       3       8
 Vardas530          Pavarde530       3       5       4       7      10       6       2       9       1       6       3       3       5       8       4       3
 Vardas531          Pavarde531       1       4      10       3       4       7       1       1       3      10       5       3       3      10       7       9
 Vardas532          Pavarde532       5       9       4       9       7       1       3       7       5       8       6       1       4       1       6       5
 Vardas533          Pavarde533       1       3      10      10       8       9       9       3       8       3      10      10       9       3      10       8
 Vardas534          Pavarde534       2      10      10       5       4       3       6       8       3       6       1       8       9       7       5      10
 Vardas535          Pavarde535       2       2       1       5       3       2       7       8       9       9       2       4       2       3       4       6
 Vardas536          Pavarde536       1       3      10      10       1       2       8       9       2       3       4       3       9       6       3       3
 Vardas537          Pavarde537      10       8       8       3       1       2       9      10       9       7       5       3       9       5       5       7
 Vardas538          Pavarde538       6      10       5       1       8       8      10       1       7       6       5       4       8       4       6       9
 Vardas539          Pavarde539       8       4       6      10       3      10       6       8       5       9       9       3       4      10       6       2
 Vardas540          Pavarde540       5      10       4       7       7       4       5       7       4       7       8       8       2       3      10       1
 Vardas541          Pavarde541       9      10      10       2       4       1       3       4       2      10      10       7      10       8       5       5
 Vardas542          Pavarde542       9       9       9      10       4       3       4       8       5       1       8       9      10       5       8       8
 Vardas543          Pavarde543       7       5       1      10       8       7       7       2      10       7       7       8       7       7       4       9
 Vardas544          Pavarde544       9       2       8      10       3       1       9       4       7       2       8       6       1      10       7       8
 Vardas545          Pavarde545       5       7       2       9       7       1       7       7       5       2       7      10       2       3       1      10
 Vardas546          Pavarde546       9       5       6       2       7       5       8       2       9       4       3       3       3       6       1       4
 Vardas547          Pavarde547      10      10       8       9       2       5      10       4       1       1      10       3       1       4       9       5
 Vardas548          Pavarde548       2       4       9       6       3       3       9       5       8       9       6       1      10       8       8      10
 Vardas549          Pavarde549       1       6      10       2      10       1       3       5       8       8       4       8       9       9       7       5
 Vardas550          Pavarde550       5       9       3       7       8       5       1       6       3       5       6       5       3       3       3       9
 Vardas551          Pavarde551      10       3       5       7       6       3       7       8      10       1       9       5       3      10       9       6
 Vardas552          Pavarde552       2       4       8      10       4       3       9       4       6       8       3       7       6       3       2       7
 Vardas553          Pavarde553       3       7       5       2       5       3       1      10       9       8       4       1       7       9       5       7
 Vardas554          Pavarde554      10       8       7       8       7       7       1       2       9       8       7       4       1       7       5       3
 Vardas555          Pavarde555       9       4      10       8       7       1       1       9       1       7       2       7       4      10       1      10
 Vardas556          Pavarde556      10       6       9       8       4       8       7       9       3       8       2       8      10       7       6       6
 Vardas557          Pavarde557       9       7       8       7       2       4       9       4      10       3       7       6       3       9       2       6
 Vardas558          Pavarde558       4       4       4       6       6       6       1       2       7       8       3       8       2       9       6       7
 Vardas559          Pavarde559       3       6      10       3       5      10       6      10       7       6       7       5       3       4      10       5
 Vardas560          Pavarde560       4       1       8       1       5       2      10      10       9       1      10       4       2       9       8       7
 Vardas561          Pavarde561       2       4       9       2       3      10       6       8       1       4       6       2       4       3       9       2
 Vardas562          Pavarde562       1       5       9      10      10       3       2       1       2       4       7       7       4       1       6       2
 Vardas563          Pavarde563       3       8       5       4       6       9       7       3       5       1       1       6       6       8      10       6
 Vardas564          Pavarde564       5       4       8       8       6       5       5       8       1       5       9      10       2       8       6       7
 Vardas565          Pavarde565       6       9       8      10       5       7       8       3       5       3       8       3       6       1       2       2
 Vardas566          Pavarde566      10       4      10       1      10       4       4       8       4      10       1       3       6       6       6       9
 Vardas567          Pavarde567       2      10       2       3       1       6       3       5       3       4       5       5       5       3       1       9
 Vardas568          Pavarde568      10       3       9       5      10       8       8       4       4       2       5       2       1      10       5       3
 Vardas569          Pavarde569       4       7       6       4       4       8       4       1      10      10       7       1       7       2       1       7
 Vardas570          Pavarde570       8       4       3       2       6       3       5       9      10      10       7       8       7       3       4       3
 Vardas571          Pavarde571       2       3       6       7       5       5       6       6       1       9       3       4       1       3       7       3
 Vardas572          Pavarde572      10       5       2       4       9       4       5       4       2      10       2       7      10       1       1       5
 Vardas573          Pavarde573       3       9       2       5       9       4      10      10       2       2       1       1       2       7       1       7
 Vardas574          Pavarde574       9       1       6       2       4      10       4       2       9       5       8       8       1       8      10       7
 Vardas575          Pavarde575      10       9       7       1       8       1       4       6       8       3       7       1       6       3       5       2
 Vardas576          Pavarde576       4       7       6       9       2       3       4       3      10       3       5       4       8       4       7       1
 Vardas577          Pavarde577       3      10       4      10       1       7       6       7       6       2       3       4       8      10       7      10
 Vardas578          Pavarde578       1       7       1       3       3       2       1       6       3      10       5       8       8       7       5       8
 Vardas579          Pavarde579       4       8       9       1      10       8       8       1      10       7       3       2       7       2       8       8
 Vardas580          Pavarde580       3       4       5       3      10       5       1       8       4       6       9       5       6       2       6       8
 Vardas581          Pavarde581       8       1       6      10      10       1       9       9       1       8       1       4       1       6       1       7
 Vardas582          Pavarde582       3       3       8       5       5       2       6       8       4       3       8      10       4       9       8       6
 Vardas583          Pavarde583       2       1       6      10       8       4       1       1       8       5       3       2       7       3       6       5
 Vardas584          Pavarde584       1       7       3       9       6       3       2       1       8       5       6      10       3       1       6       4
 Vardas585          Pavarde585       5      10       5       3       8       6      10      10       1       6       9       3       8       7       5       6
 Vardas586          Pavarde586       2       5       2       1       7       2       7       2       9       2       3      10      10       6      10       6
 Vardas587          Pavarde587       2       9       9       6       1       1       9       6       1       4       9       4       8       5       2       9
 Vardas588          Pavarde588       5       9       7       1       3       6       6       8       7       5       3       6       2       5       3       8
 Vardas589          Pavarde589       9       6       4       1       3       8       2       6       3       3       5       4       5       7       6       8
 Vardas590          Pavarde590      10       6       1      10       4       7       2       1       4       6       9       9       1      10       8       4
 Vardas591          Pavarde591       2       4       1       7       7       5       6       1       7       4       6       8       8       3       5       8
 Vardas592          Pavarde592       8      10       6       6       6       6       7       4       6       8       5       5       9       7       8       9
 Vardas593          Pavarde593       6       4       1       3      10       5       5       6       2       7       1      10      10       3       7      10
 Vardas594          Pavarde594       9       5       7       2       2       2       3       7       9       2       9       6       5       7       5       4
 Vardas595          Pavarde595       2       2       6      10       2       8       1      10       2       1       6       5       6       8       7       9
 Vardas596          Pavarde596       2       5       8       1       5       5       1       3       1       6       4       9      10       2       3       2
 Vardas597          Pavarde597       8       6       6       7       8       2       7       4       6      10       9       3       6       6      10       4
 Vardas598          Pavarde598       2       8       1       1       3       9       7       4      10       6       5       9       1       9       8       5
 Vardas599          Pavarde599       7      10       5       2       9       9       3       5       1       1       1       1      10       4       8       6
 Vardas600          Pavarde600       3       2       5       4       3       4       9       3       6       7       4       4       8       6       3      10
 Vardas601          Pavarde601       8       6      10       6       7       1       6       9       9       6       6       7       6       7       7       6
 Vardas602          Pavarde602      10       9       8       6      10      10       4       3       1       6       9       8       7       8       1       8
 Vardas603          Pavarde603       7       7       1       2       3      10       6       3       5       2       8       2       2       3       2       2
